,OrderTime,Brand,TotalPrice,Brand_Price_Range_Very Low,Brand_Price_Range_Low,Brand_Price_Range_Medium,Brand_Price_Range_High,Brand_Price_Range_Very High,Brand_Price_Range_Extremely High
78,2024-03-08 20:36:00,カルヴェン,17400,0,0,0,1,0,0
77,2024-03-08 21:26:00,ミスアシダ,6475,0,0,1,0,0,0
76,2024-03-08 23:46:00,ダイアンフォンファステンバーグ,10375,0,0,1,0,0,0
75,2024-03-08 23:46:00,パリエンヌ,10375,0,0,1,0,0,0
74,2024-03-09 10:27:00,ローラアシュレイ,8000,0,0,0,1,0,0
73,2024-03-09 17:06:00,レリアン,12600,0,0,0,0,0,1
70,2024-03-09 19:07:00,ランバンコレクション,29350,0,0,0,0,0,1
71,2024-03-09 19:07:00,ジョセフ,29350,0,0,0,0,0,1
72,2024-03-09 19:07:00,ブルックスブラザーズ,29350,0,0,0,1,0,0
69,2024-03-09 19:16:00,トゥービーシック,7750,0,0,0,0,1,0
68,2024-03-10 00:56:00,センソユニコ,10000,0,0,1,0,0,0
67,2024-03-10 04:37:00,マックレガー,8000,0,1,0,0,0,0
66,2024-03-10 04:37:00,サンジョア,8000,0,0,1,0,0,0
65,2024-03-10 09:38:00,自由区,5399,0,0,1,0,0,0
64,2024-03-10 11:02:00,レコパン,13900,0,0,1,0,0,0
63,2024-03-10 13:23:00,ポンチョコート,11250,0,0,1,0,0,0
62,2024-03-10 14:55:00,チャコット,7500,0,0,1,0,0,0
61,2024-03-10 15:05:00,ヒロココシノ,3925,0,0,0,1,0,0
60,2024-03-10 15:45:00,ユキトリイ,17499,0,0,0,0,1,0
59,2024-03-10 15:54:00,イヴサンローラン,36960,0,0,0,0,0,1
58,2024-03-10 16:14:00,ushiboura21,20000,0,0,0,1,0,0
57,2024-03-10 21:32:00,レリアン,13600,0,0,0,0,0,1
56,2024-03-10 23:46:00,ナラカミーチェ,5949,0,1,0,0,0,0
55,2024-03-10 23:51:00,セオリーリュクス,8000,0,0,1,0,0,0
54,2024-03-11 15:49:00,銀座マギー,21300,0,0,0,1,0,0
53,2024-03-11 22:31:00,伊太利屋,7000,0,0,0,1,0,0
52,2024-03-12 07:57:00,エプリス,15800,0,0,0,1,0,0
51,2024-03-12 21:59:00,バレンザポースポーツ,20900,0,0,1,0,0,0
50,2024-03-13 19:31:00,シビラ,12800,0,0,1,0,0,0
49,2024-03-14 00:04:00,ルネ,26400,0,0,0,1,0,0
48,2024-03-17 13:42:00,東京ソワール,11000,0,0,0,0,1,0
47,2024-03-17 19:46:00,ビースリー,10700,0,1,0,0,0,0
46,2024-03-18 20:52:00,東京ソワール,56700,0,0,0,0,1,0
45,2024-03-18 20:52:00,東京ソワール,56700,0,0,0,0,1,0
44,2024-03-18 23:39:00,スローブイエナ,7800,0,1,0,0,0,0
43,2024-03-19 11:09:00,インディヴィ,12870,0,0,0,1,0,0
41,2024-03-19 22:55:00,コルディア,5951,0,1,0,0,0,0
42,2024-03-19 22:55:00,クードシャンス,5480,0,0,1,0,0,0
40,2024-03-20 03:18:00,ラウラビアジョッティ,6000,0,1,0,0,0,0
39,2024-03-20 13:59:00,リフレクト,12430,0,0,1,0,0,0
38,2024-03-20 15:37:00,ラトゥア,4200,1,0,0,0,0,0
37,2024-03-22 00:21:00,ビースリー,7000,0,1,0,0,0,0
36,2024-03-22 11:24:00,クリスチャンオジャール,6820,0,1,0,0,0,0
35,2024-03-23 08:36:00,三越,17900,0,0,0,0,1,0
34,2024-03-24 15:42:00,リヨン,12810,0,0,1,0,0,0
33,2024-03-25 14:49:00,ノーマカマリ,8250,0,0,1,0,0,0
32,2024-03-25 16:25:00,アクアスキュータム,13000,0,0,0,0,1,0
31,2024-03-26 14:54:00,パティオウェア,22000,0,0,0,1,0,0
30,2024-03-26 21:32:00,ビースリー,6000,0,1,0,0,0,0
29,2024-03-27 01:55:00,レキップヨシエイナバ,12000,0,1,0,0,0,0
28,2024-03-27 09:18:00,ダナキャラン,6300,0,1,0,0,0,0
27,2024-03-28 18:11:00,ラガーフェルド,13500,0,0,1,0,0,0
26,2024-04-01 06:25:00,コムサ,6380,0,1,0,0,0,0
25,2024-04-01 13:53:00,レキップヨシエイナバ,16170,0,1,0,0,0,0
24,2024-04-01 20:34:00,22オクトーブル,5500,0,1,0,0,0,0
23,2024-04-01 21:24:00,アナイ,12430,0,0,0,0,1,0
22,2024-04-02 22:21:00,詩仙堂,18480,0,0,0,1,0,0
21,2024-04-03 12:46:00,ビースリー,8250,0,1,0,0,0,0
20,2024-04-03 12:52:00,ビースリー,5500,0,1,0,0,0,0
19,2024-04-04 18:34:00,ビルダジュール,9020,0,1,0,0,0,0
18,2024-04-05 21:49:00,アドーア,5480,0,1,0,0,0,0
17,2024-04-07 08:40:00,ナラカミーチェ,9000,0,1,0,0,0,0
16,2024-04-07 09:54:00,メルローズ,8200,0,1,0,0,0,0
15,2024-04-09 15:18:00,フォクシー,10500,0,0,0,0,0,1
13,2024-04-09 22:25:00,マギー,5951,0,0,1,0,0,0
14,2024-04-09 22:25:00,セシオセラ,3250,0,1,0,0,0,0
12,2024-04-09 22:59:00,ジャンポールゴルチエ,16500,0,0,0,0,0,1
11,2024-04-14 09:50:00,エンポリオアルマーニ,14899,0,0,0,0,0,1
10,2024-04-14 11:01:00,クリスチャンディオール,17900,0,0,0,1,0,0
9,2024-04-14 11:05:00,エポカ,11290,0,0,0,0,0,1
8,2024-04-14 21:47:00,Jotaffy Unique Thoughts,11300,0,0,1,0,0,0
7,2024-04-15 06:10:00,ヴィヴィアンタム,19580,0,0,1,0,0,0
6,2024-04-15 08:21:00,マックスマーラ,3799,0,0,0,1,0,0
5,2024-04-16 12:47:00,ジュンアシダ,26840,0,0,0,0,1,0
4,2024-04-17 22:16:00,コムサ,5500,0,1,0,0,0,0
3,2024-04-17 23:02:00,レリアン,18300,0,0,0,0,0,1
2,2024-04-21 03:04:00,ローザナラカミーチェ,6800,0,1,0,0,0,0
1,2024-04-21 20:50:00,東京イギン,31900,0,0,0,0,0,1
0,2024-04-21 23:25:00,トラサルディ－,8800,0,1,0,0,0,0
